tenure,monthly_charges,total_charges
1,29.850000381469727,29.850000381469727
34,56.95000076293945,1889.5
2,53.849998474121094,108.1500015258789
45,42.29999923706055,1840.75
2,70.69999694824219,151.64999389648438
8,99.6500015258789,820.5
22,89.0999984741211,1949.4000244140625
10,29.75,301.8999938964844
28,104.80000305175781,3046.050048828125
62,56.150001525878906,3487.949951171875
13,49.95000076293945,587.4500122070312
16,18.950000762939453,326.79998779296875
58,100.3499984741211,5681.10009765625
49,103.69999694824219,5036.2998046875
25,105.5,2686.050048828125
69,113.25,7895.14990234375
52,20.649999618530273,1022.9500122070312
71,106.69999694824219,7382.25
10,55.20000076293945,528.3499755859375
21,90.05000305175781,1862.9000244140625
1,39.650001525878906,39.650001525878906
12,19.799999237060547,202.25
1,20.149999618530273,20.149999618530273
58,59.900001525878906,3505.10009765625
49,59.599998474121094,2970.300048828125
30,55.29999923706055,1530.5999755859375
47,99.3499984741211,4749.14990234375
1,30.200000762939453,30.200000762939453
72,90.25,6369.4501953125
17,64.69999694824219,1093.0999755859375
71,96.3499984741211,6766.9501953125
2,95.5,181.64999389648438
27,66.1500015258789,1874.449951171875
1,20.200000762939453,20.200000762939453
1,45.25,45.25
72,99.9000015258789,7251.7001953125
5,69.69999694824219,316.8999938964844
46,74.80000305175781,3548.300048828125
34,106.3499984741211,3549.25
11,97.8499984741211,1105.4000244140625
10,49.54999923706055,475.70001220703125
70,69.19999694824219,4872.35009765625
17,20.75,418.25
63,79.8499984741211,4861.4501953125
13,76.19999694824219,981.4500122070312
49,84.5,3906.699951171875
2,49.25,97.0
2,80.6500015258789,144.14999389648438
52,79.75,4217.7998046875
69,64.1500015258789,4254.10009765625
43,90.25,3838.75
15,99.0999984741211,1426.4000244140625
25,69.5,1752.6500244140625
8,80.6500015258789,633.2999877929688
60,74.8499984741211,4456.35009765625
18,95.44999694824219,1752.550048828125
63,99.6500015258789,6311.2001953125
66,108.44999694824219,7076.35009765625
34,24.950000762939453,894.2999877929688
72,107.5,7853.7001953125
47,100.5,4707.10009765625
60,89.9000015258789,5450.7001953125
72,42.099998474121094,2962.0
18,54.400001525878906,957.0999755859375
9,94.4000015258789,857.25
3,75.30000305175781,244.10000610351562
47,78.9000015258789,3650.35009765625
31,79.19999694824219,2497.199951171875
50,20.149999618530273,930.9000244140625
10,79.8499984741211,887.3499755859375
1,49.04999923706055,49.04999923706055
52,20.399999618530273,1090.6500244140625
64,111.5999984741211,7099.0
62,24.25,1424.5999755859375
3,64.5,177.39999389648438
56,110.5,6139.5
46,55.650001525878906,2688.85009765625
8,54.650001525878906,482.25
30,74.75,2111.300048828125
45,25.899999618530273,1216.5999755859375
1,79.3499984741211,79.3499984741211
11,50.54999923706055,565.3499755859375
7,75.1500015258789,496.8999938964844
42,103.80000305175781,4327.5
49,20.149999618530273,973.3499755859375
9,99.30000305175781,918.75
35,62.150001525878906,2215.449951171875
48,20.649999618530273,1057.0
46,19.950000762939453,927.0999755859375
29,33.75,1009.25
30,82.05000305175781,2570.199951171875
1,74.69999694824219,74.69999694824219
66,84.0,5714.25
65,111.05000305175781,7107.0
72,100.9000015258789,7459.0498046875
12,78.94999694824219,927.3499755859375
71,66.8499984741211,4748.7001953125
5,21.049999237060547,113.8499984741211
52,21.0,1107.199951171875
25,98.5,2514.5
1,20.200000762939453,20.200000762939453
1,19.450000762939453,19.450000762939453
38,95.0,3605.60009765625
66,45.54999923706055,3027.25
68,110.0,7611.85009765625
5,24.299999237060547,100.19999694824219
72,104.1500015258789,7303.0498046875
32,30.149999618530273,927.6500244140625
43,94.3499984741211,3921.300048828125
72,19.399999618530273,1363.25
55,96.75,5238.89990234375
52,57.95000076293945,3042.25
43,91.6500015258789,3954.10009765625
37,76.5,2868.14990234375
64,54.599998474121094,3423.5
3,89.8499984741211,248.39999389648438
36,31.049999237060547,1126.3499755859375
10,100.25,1064.6500244140625
41,20.649999618530273,835.1500244140625
27,85.19999694824219,2151.60009765625
56,99.80000305175781,5515.4501953125
6,20.700000762939453,112.75
3,74.4000015258789,229.5500030517578
7,50.70000076293945,350.3500061035156
4,20.850000381469727,62.900001525878906
33,88.94999694824219,3027.64990234375
27,78.05000305175781,2135.5
72,23.549999237060547,1723.949951171875
1,19.75,19.75
71,56.45000076293945,3985.35009765625
13,85.94999694824219,1215.6500244140625
25,58.599998474121094,1502.6500244140625
67,50.54999923706055,3260.10009765625
1,35.45000076293945,35.45000076293945
2,44.349998474121094,81.25
43,25.700000762939453,1188.199951171875
23,75.0,1778.5
64,20.200000762939453,1277.75
57,19.600000381469727,1170.550048828125
1,70.44999694824219,70.44999694824219
72,88.05000305175781,6425.64990234375
8,71.1500015258789,563.6500244140625
61,101.05000305175781,5971.25
64,84.30000305175781,5289.0498046875
71,23.950000762939453,1756.199951171875
65,99.05000305175781,6416.7001953125
3,19.600000381469727,61.349998474121094
1,45.650001525878906,45.650001525878906
30,64.5,1929.949951171875
15,69.5,1071.4000244140625
8,68.55000305175781,564.3499755859375
7,95.0,655.5
70,108.1500015258789,7930.5498046875
62,86.0999984741211,5215.25
6,19.700000762939453,113.5
14,80.9000015258789,1152.800048828125
22,84.1500015258789,1821.949951171875
22,20.149999618530273,419.8999938964844
16,64.25,1024.0
10,25.700000762939453,251.60000610351562
13,56.0,764.5499877929688
20,82.4000015258789,1592.3499755859375
2,69.69999694824219,135.1999969482422
53,73.9000015258789,3958.25
11,20.600000381469727,233.89999389648438
69,19.899999618530273,1363.449951171875
4,70.9000015258789,273.0
72,89.05000305175781,6254.4501953125
58,45.29999923706055,2651.199951171875
16,20.399999618530273,321.3999938964844
43,84.25,3539.25
2,104.4000015258789,242.8000030517578
14,81.94999694824219,1181.75
53,94.8499984741211,5000.2001953125
32,20.549999237060547,654.5499877929688
34,24.700000762939453,780.2000122070312
15,74.44999694824219,1145.699951171875
7,76.44999694824219,503.6000061035156
15,105.3499984741211,1559.25
61,20.549999237060547,1252.0
1,29.950000762939453,29.950000762939453
1,45.29999923706055,45.29999923706055
8,84.5,662.6500244140625
33,74.75,2453.300048828125
13,79.25,1111.6500244140625
1,24.799999237060547,24.799999237060547
20,51.79999923706055,1023.8499755859375
3,30.399999618530273,82.1500015258789
13,19.649999618530273,244.8000030517578
40,56.599998474121094,2379.10009765625
43,71.9000015258789,3173.35009765625
6,91.0,531.0
69,19.75,1375.4000244140625
72,109.69999694824219,8129.2998046875
59,19.299999237060547,1192.699951171875
20,96.55000305175781,1901.6500244140625
24,24.100000381469727,587.4000244140625
59,111.3499984741211,6519.75
72,112.25,8041.64990234375
1,20.75,20.75
27,101.9000015258789,2681.14990234375
14,80.05000305175781,1112.300048828125
71,105.55000305175781,7405.5
13,78.30000305175781,1033.949951171875
44,68.8499984741211,2958.949951171875
33,79.94999694824219,2684.85009765625
72,55.45000076293945,4179.2001953125
1,79.9000015258789,79.9000015258789
19,106.5999984741211,1934.449951171875
64,102.44999694824219,6654.10009765625
2,46.0,84.5
1,25.25,25.25
61,19.75,1124.199951171875
29,20.0,540.0499877929688
23,86.80000305175781,1975.8499755859375
57,58.75,3437.449951171875
72,45.25,3139.800048828125
66,56.599998474121094,3789.199951171875
65,84.19999694824219,5324.5
8,80.0,624.5999755859375
4,70.1500015258789,268.3500061035156
71,24.75,1836.9000244140625
1,20.200000762939453,20.200000762939453
4,50.04999923706055,179.35000610351562
12,19.350000381469727,219.35000610351562
24,50.599998474121094,1288.75
31,81.1500015258789,2545.75
1,55.20000076293945,55.20000076293945
30,89.9000015258789,2723.14990234375
47,85.30000305175781,4107.25
54,108.0,5760.64990234375
50,93.5,4747.5
1,84.5999984741211,84.5999984741211
72,20.25,1566.9000244140625
29,25.149999618530273,702.0
2,54.400001525878906,114.0999984741211
10,29.600000381469727,299.04998779296875
18,73.1500015258789,1305.949951171875
11,95.0,1120.300048828125
16,19.75,284.3500061035156
72,86.5999984741211,6350.5
72,109.19999694824219,7878.2998046875
41,74.69999694824219,3187.64990234375
65,94.4000015258789,6126.14990234375
13,54.79999923706055,731.2999877929688
4,75.3499984741211,273.3999938964844
41,65.0,2531.800048828125
15,74.4000015258789,1074.300048828125
1,48.54999923706055,48.54999923706055
42,99.0,4298.4501953125
51,93.5,4619.5498046875
2,70.4000015258789,147.14999389648438
1,40.20000076293945,40.20000076293945
32,83.69999694824219,2633.300048828125
10,19.850000381469727,193.0500030517578
67,59.54999923706055,4103.89990234375
61,115.0999984741211,7008.14990234375
50,114.3499984741211,5791.10009765625
2,44.599998474121094,80.55000305175781
29,45.0,1228.6500244140625
3,41.150001525878906,132.1999969482422
13,106.9000015258789,1364.300048828125
57,89.8499984741211,4925.35009765625
31,49.849998474121094,1520.0999755859375
45,113.30000305175781,5032.25
61,88.0999984741211,5526.75
50,24.899999618530273,1195.25
19,105.0,2007.25
59,19.350000381469727,1099.5999755859375
71,24.25,1732.949951171875
16,94.44999694824219,1511.199951171875
57,59.75,3450.14990234375
1,24.799999237060547,24.799999237060547
20,107.05000305175781,2172.050048828125
1,70.5999984741211,70.5999984741211
5,85.4000015258789,401.1000061035156
52,105.05000305175781,5624.85009765625
21,64.94999694824219,1339.800048828125
14,55.0,771.9500122070312
5,50.54999923706055,244.75
6,55.150001525878906,322.8999938964844
10,51.20000076293945,498.25
1,25.399999618530273,25.399999618530273
68,54.45000076293945,3687.75
18,95.1500015258789,1779.949951171875
22,76.0,1783.5999755859375
20,44.349998474121094,927.1500244140625
1,70.0,70.0
8,74.5,606.5499877929688
10,44.849998474121094,435.3999938964844
24,76.0999984741211,1712.699951171875
35,61.20000076293945,2021.199951171875
23,86.80000305175781,1940.800048828125
6,89.3499984741211,567.7999877929688
12,19.700000762939453,220.35000610351562
1,20.25,20.25
71,76.05000305175781,5436.4501953125
35,100.80000305175781,3437.5
40,74.55000305175781,3015.75
1,73.5999984741211,73.5999984741211
23,64.9000015258789,1509.800048828125
4,95.44999694824219,396.1000061035156
4,90.4000015258789,356.6499938964844
68,60.29999923706055,4109.0
38,81.8499984741211,3141.699951171875
52,24.799999237060547,1229.0999755859375
32,74.9000015258789,2303.35009765625
29,75.55000305175781,2054.39990234375
38,101.1500015258789,3741.85009765625
48,78.75,3682.449951171875
1,19.25,19.25
22,89.05000305175781,1886.25
43,115.05000305175781,4895.10009765625
5,69.3499984741211,341.6000061035156
5,80.5999984741211,415.54998779296875
51,110.05000305175781,5686.39990234375
71,19.899999618530273,1355.0999755859375
38,80.30000305175781,3058.64990234375
24,93.1500015258789,2231.050048828125
35,91.5,3236.35009765625
54,82.44999694824219,4350.10009765625
72,60.0,4264.0
1,44.79999923706055,44.79999923706055
9,48.599998474121094,422.29998779296875
69,60.04999923706055,4176.7001953125
52,102.69999694824219,5138.10009765625
11,82.9000015258789,880.0499877929688
2,70.3499984741211,139.0500030517578
28,35.900001525878906,973.6500244140625
17,82.6500015258789,1470.050048828125
35,19.850000381469727,739.3499755859375
8,19.200000762939453,161.9499969482422
46,94.9000015258789,4422.9501953125
7,73.8499984741211,511.25
2,80.5999984741211,155.8000030517578
68,75.80000305175781,5293.9501953125
43,104.5999984741211,4759.85009765625
68,88.1500015258789,6148.4501953125
36,94.80000305175781,3565.64990234375
63,103.4000015258789,6603.0
32,54.650001525878906,1830.0999755859375
71,85.75,6223.7998046875
66,67.44999694824219,4508.64990234375
63,20.5,1328.1500244140625
41,20.25,865.0
1,72.0999984741211,72.0999984741211
2,90.4000015258789,168.1999969482422
70,19.450000762939453,1303.5
23,44.95000076293945,996.8499755859375
64,97.0,6430.89990234375
37,62.79999923706055,2278.75
17,44.599998474121094,681.4000244140625
7,89.1500015258789,574.3499755859375
4,84.80000305175781,371.8999938964844
21,41.900001525878906,840.0999755859375
10,80.25,846.0
16,54.099998474121094,889.0
64,105.25,6823.39990234375
27,30.75,805.0999755859375
42,97.0999984741211,4016.75
5,20.200000762939453,83.75
41,98.80000305175781,3959.14990234375
58,50.29999923706055,2878.550048828125
47,20.549999237060547,945.7000122070312
18,75.9000015258789,1373.050048828125
5,96.5,492.54998779296875
23,59.95000076293945,1406.0
1,19.149999618530273,19.149999618530273
71,98.6500015258789,6962.85009765625
72,112.5999984741211,8126.64990234375
33,20.600000381469727,690.25
2,85.6500015258789,181.5
24,35.75,830.7999877929688
56,99.75,5608.39990234375
37,96.0999984741211,3646.800048828125
43,85.0999984741211,3662.25
1,25.350000381469727,25.350000381469727
25,104.94999694824219,2566.5
61,89.6500015258789,5308.7001953125
17,86.75,1410.25
41,86.19999694824219,3339.050048828125
1,50.650001525878906,50.650001525878906
72,64.80000305175781,4732.35009765625
1,90.8499984741211,90.8499984741211
48,108.0999984741211,5067.4501953125
11,19.950000762939453,214.75
55,85.44999694824219,4874.7001953125
42,54.75,2348.449951171875
44,90.4000015258789,4063.0
1,44.0,44.0
27,95.5999984741211,2595.25
27,84.80000305175781,2309.550048828125
2,44.29999923706055,89.30000305175781
19,19.899999618530273,367.54998779296875
42,95.05000305175781,3944.5
66,90.05000305175781,5965.9501953125
33,109.9000015258789,3694.699951171875
34,73.94999694824219,2524.449951171875
33,54.599998474121094,1803.699951171875
23,20.049999237060547,415.1000061035156
32,19.75,624.1500244140625
11,20.049999237060547,237.6999969482422
69,99.44999694824219,7007.60009765625
68,55.900001525878906,3848.800048828125
20,19.700000762939453,419.3999938964844
72,19.799999237060547,1468.75
60,95.4000015258789,5812.0
32,93.94999694824219,2861.449951171875
1,19.899999618530273,19.899999618530273
1,19.600000381469727,19.600000381469727
3,81.3499984741211,233.6999969482422
46,24.450000762939453,1066.1500244140625
29,74.94999694824219,2149.050048828125
51,87.3499984741211,4473.0
48,70.6500015258789,3545.050048828125
16,73.25,1195.75
70,98.69999694824219,6858.89990234375
40,24.799999237060547,1024.699951171875
22,83.30000305175781,1845.9000244140625
1,75.30000305175781,75.30000305175781
5,24.299999237060547,132.25
7,69.8499984741211,515.4500122070312
29,100.55000305175781,2830.449951171875
44,25.700000762939453,1110.5
10,40.70000076293945,449.29998779296875
55,51.650001525878906,2838.550048828125
52,105.0999984741211,5376.39990234375
10,85.94999694824219,858.5999755859375
18,75.5999984741211,1395.050048828125
68,58.25,3975.699951171875
61,19.399999618530273,1182.550048828125
72,65.19999694824219,4784.4501953125
2,53.45000076293945,119.5
12,45.400001525878906,518.9000244140625
41,19.75,899.4500122070312
26,44.45000076293945,1183.800048828125
36,20.850000381469727,720.0499877929688
72,114.05000305175781,8468.2001953125
35,89.8499984741211,3161.199951171875
1,55.04999923706055,55.04999923706055
16,112.94999694824219,1882.550048828125
49,101.55000305175781,5070.39990234375
